system,composition,steps,job,atoms,enthalpy,enthalpy/atoms
Zr-Cu,Cu0.08,667,job7,19652,-118070.23,-6.00805159780175
Zr-Cu,Cu0.08,667,job8,19652,-118071.05,-6.008093323834724
Zr-Cu,Cu0.08,667,job10,19652,-118012.83,-6.005130775493589
Zr-Cu,Cu0.08,667,job2,19652,-117902.99,-5.9995415224913495
Zr-Cu,Cu0.08,667,job9,19652,-118075.35,-6.008312131080807
Zr-Cu,Cu0.08,667,job1,19652,-118013.38,-6.005158762466925
Zr-Cu,Cu0.08,667,job4,19652,-118076.33,-6.00836199877875
Zr-Cu,Cu0.08,667,job6,19652,-118081.36,-6.00861795237126
Zr-Cu,Cu0.10,667,job5,19652,-117055.55,-5.956419193975168
Zr-Cu,Cu0.10,667,job3,19652,-117004.39,-5.9538158966008545
Zr-Cu,Cu0.10,667,job7,19652,-117026.87,-5.954959800529208
Zr-Cu,Cu0.10,667,job8,19652,-117058.39,-5.956563708528394
Zr-Cu,Cu0.10,667,job10,19652,-117060.99,-5.956696010584165
Zr-Cu,Cu0.10,667,job2,19652,-117052.93,-5.956285874211276
Zr-Cu,Cu0.10,667,job9,19652,-117037.28,-5.955489517606351
Zr-Cu,Cu0.10,667,job1,19652,-117060.31,-5.956661408508039
Zr-Cu,Cu0.10,667,job4,19652,-117056.79,-5.956482291878689
Zr-Cu,Cu0.10,667,job6,19652,-117019.18,-5.9545684917565636
Zr-Cu,Cu0.04,667,job5,19652,-120041.42,-6.108356401384083
Zr-Cu,Cu0.04,667,job3,19652,-120051.94,-6.108891715855893
Zr-Cu,Cu0.04,667,job7,19652,-120084.94,-6.110570934256056
Zr-Cu,Cu0.04,667,job8,19652,-120022.03,-6.107369733360472
Zr-Cu,Cu0.04,667,job10,19652,-120031.4,-6.107846529615306
Zr-Cu,Cu0.04,667,job2,19652,-120019.38,-6.107234887034399
Zr-Cu,Cu0.04,667,job9,19652,-120085.09,-6.110578567066965
Zr-Cu,Cu0.04,667,job1,19652,-120026.4,-6.107592102584978
Zr-Cu,Cu0.04,667,job4,19652,-120087.24,-6.110687970690006
Zr-Cu,Cu0.04,667,job6,19652,-120053.38,-6.108964990840627
Zr-Cu,Cu0.94,667,job5,19652,-71576.687,-3.642208782821087
Zr-Cu,Cu0.94,667,job3,19652,-71574.476,-3.6420962751882757
Zr-Cu,Cu0.94,667,job7,19652,-71590.196,-3.642896193771626
Zr-Cu,Cu0.94,667,job8,19652,-71643.125,-3.6455895074292695
Zr-Cu,Cu0.94,667,job10,19652,-71600.714,-3.643431406472624
Zr-Cu,Cu0.94,667,job2,19652,-71593.588,-3.643068797069001
Zr-Cu,Cu0.94,667,job9,19652,-71651.546,-3.646018013433747
Zr-Cu,Cu0.94,667,job1,19652,-71602.5,-3.6435222878078566
Zr-Cu,Cu0.94,667,job4,19652,-71595.246,-3.643153165072257
Zr-Cu,Cu0.94,667,job6,19652,-71588.032,-3.6427860777529006
Zr-Cu,Cu0.06,667,job5,19652,-119065.91,-6.058717178913088
Zr-Cu,Cu0.06,667,job3,19652,-119029.28,-6.056853246488907
Zr-Cu,Cu0.06,667,job7,19652,-119020.33,-6.05639782210462
Zr-Cu,Cu0.06,667,job8,19652,-119009.47,-6.055845206594749
Zr-Cu,Cu0.06,667,job10,19652,-119055.74,-6.058199674333402
Zr-Cu,Cu0.06,667,job2,19652,-119103.17,-6.06061316914309
Zr-Cu,Cu0.06,667,job9,19652,-119075.23,-6.059191430897618
Zr-Cu,Cu0.06,667,job1,19652,-119100.04,-6.0604538978221045
Zr-Cu,Cu0.06,667,job4,19652,-119028.59,-6.056818135558721
Zr-Cu,Cu0.06,667,job6,19652,-119097.24,-6.060311418685122
Pd-Si,Si0.10,667,job5,19652,-82095.345,-4.177454966415632
Pd-Si,Si0.10,667,job3,19652,-82085.329,-4.176945298188479
Pd-Si,Si0.10,667,job7,19652,-82054.096,-4.175355994300835
Pd-Si,Si0.10,667,job8,19652,-82093.502,-4.177361184612253
Pd-Si,Si0.10,667,job10,19652,-82087.191,-4.177040046814574
Pd-Si,Si0.10,667,job2,19652,-82093.922,-4.177382556482801
Pd-Si,Si0.10,667,job9,19652,-82088.837,-4.1771238041929575
Pd-Si,Si0.10,667,job1,19652,-82080.158,-4.176682169753715
Pd-Si,Si0.10,667,job4,19652,-82088.072,-4.177084876857317
Pd-Si,Si0.10,667,job6,19652,-82092.832,-4.177327091390189
Pd-Si,Si0.06,667,job5,19652,-79137.961,-4.026967280683899
Pd-Si,Si0.06,667,job3,19652,-79133.872,-4.026759210258498
Pd-Si,Si0.06,667,job7,19652,-79136.509,-4.026893395074293
Pd-Si,Si0.06,667,job8,19652,-79134.122,-4.026771931610014
Pd-Si,Si0.06,667,job10,19652,-79141.537,-4.02714924689599
Pd-Si,Si0.06,667,job2,19652,-79132.715,-4.02670033584368
Pd-Si,Si0.06,667,job9,19652,-79134.002,-4.026765825361286
Pd-Si,Si0.06,667,job1,19652,-79121.829,-4.0261463973132505
Pd-Si,Si0.06,667,job4,19652,-79126.738,-4.026396193771626
Pd-Si,Si0.06,667,job6,19652,-79120.69,-4.026088438835742
Pd-Si,Si0.08,667,job5,19652,-80631.063,-4.10294438225117
Pd-Si,Si0.08,667,job3,19652,-80627.917,-4.102784296763688
Pd-Si,Si0.08,667,job7,19652,-80635.321,-4.103161052310197
Pd-Si,Si0.08,667,job8,19652,-80614.196,-4.102086098107063
Pd-Si,Si0.08,667,job10,19652,-80630.924,-4.102937309179727
Pd-Si,Si0.08,667,job2,19652,-80611.53,-4.101950437614492
Pd-Si,Si0.08,667,job9,19652,-80624.444,-4.102607571748423
Pd-Si,Si0.08,667,job1,19652,-80622.253,-4.102496081823733
Pd-Si,Si0.08,667,job4,19652,-80635.29,-4.1031594748626095
Pd-Si,Si0.08,667,job6,19652,-80637.089,-4.103251017708121
Pd-Si,Si0.04,667,job5,19652,-77665.588,-3.952044982698962
Pd-Si,Si0.04,667,job3,19652,-77652.834,-3.951395990230002
Pd-Si,Si0.04,667,job7,19652,-77647.839,-3.9511418176267052
Pd-Si,Si0.04,667,job8,19652,-77659.938,-3.9517574801546913
Pd-Si,Si0.04,667,job10,19652,-77644.502,-3.9509720130266635
Pd-Si,Si0.04,667,job2,19652,-77654.696,-3.951490738856096
Pd-Si,Si0.04,667,job9,19652,-77667.391,-3.9521367290860985
Pd-Si,Si0.04,667,job1,19652,-77657.398,-3.9516282312232853
Pd-Si,Si0.04,667,job4,19652,-77659.703,-3.951745522084266
Pd-Si,Si0.04,667,job6,19652,-77656.167,-3.9515655912884187
Mg-Cu,Cu0.90,667,job5,19652,-64946.946,-3.304851719926725
Mg-Cu,Cu0.90,667,job3,19652,-64842.718,-3.299548035823326
Mg-Cu,Cu0.90,667,job7,19652,-64929.905,-3.303984581721962
Mg-Cu,Cu0.90,667,job8,19652,-64963.528,-3.3056955017301037
Mg-Cu,Cu0.90,667,job10,19652,-64955.167,-3.30527004884999
Mg-Cu,Cu0.90,667,job2,19652,-64892.316,-3.3020718501933644
Mg-Cu,Cu0.90,667,job9,19652,-64898.827,-3.302403165072257
Mg-Cu,Cu0.90,667,job1,19652,-64945.496,-3.30477793608793
Mg-Cu,Cu0.90,667,job4,19652,-64885.695,-3.3017349379198047
Mg-Cu,Cu0.90,667,job6,19652,-64925.058,-3.3037379401587623
Mg-Cu,Cu0.96,667,job5,19652,-66578.062,-3.3878517199267253
Mg-Cu,Cu0.96,667,job3,19652,-66563.129,-3.387091848157948
Mg-Cu,Cu0.96,667,job7,19652,-66578.476,-3.3878727864848357
Mg-Cu,Cu0.96,667,job8,19652,-66579.561,-3.3879279971504173
Mg-Cu,Cu0.96,667,job10,19652,-66580.138,-3.3879573580297175
Mg-Cu,Cu0.96,667,job2,19652,-66571.625,-3.387524170567881
Mg-Cu,Cu0.96,667,job9,19652,-66562.29,-3.387049155302259
Mg-Cu,Cu0.96,667,job1,19652,-66584.657,-3.3881873091797274
Mg-Cu,Cu0.96,667,job4,19652,-66557.224,-3.3867913698351315
Mg-Cu,Cu0.96,667,job6,19652,-66570.011,-3.3874420415224913
Mg-Cu,Cu0.92,667,job5,19652,-65411.864,-3.328509261143904
Mg-Cu,Cu0.92,667,job3,19652,-65409.594,-3.328393751272135
Mg-Cu,Cu0.92,667,job7,19652,-65420.169,-3.3289318644412784
Mg-Cu,Cu0.92,667,job8,19652,-65429.266,-3.3293947689802565
Mg-Cu,Cu0.92,667,job10,19652,-65422.462,-3.3290485446773865
Mg-Cu,Cu0.92,667,job2,19652,-65374.518,-3.32660889476898
Mg-Cu,Cu0.92,667,job9,19652,-65408.792,-3.3283529411764707
Mg-Cu,Cu0.92,667,job1,19652,-65444.631,-3.3301766232444536
Mg-Cu,Cu0.92,667,job4,19652,-65418.239,-3.3288336556075717
Mg-Cu,Cu0.92,667,job6,19652,-65371.117,-3.326435833502951
Mg-Cu,Cu0.94,667,job5,19652,-66005.677,-3.3587256767759004
Mg-Cu,Cu0.94,667,job3,19652,-65941.829,-3.355476745369428
Mg-Cu,Cu0.94,667,job7,19652,-65976.267,-3.3572291369835137
Mg-Cu,Cu0.94,667,job8,19652,-66000.991,-3.358487227763077
Mg-Cu,Cu0.94,667,job10,19652,-66002.173,-3.358547374313047
Mg-Cu,Cu0.94,667,job2,19652,-65998.11,-3.358340626908203
Mg-Cu,Cu0.94,667,job9,19652,-65984.756,-3.3576611031956034
Mg-Cu,Cu0.94,667,job1,19652,-65963.793,-3.356594392428252
Mg-Cu,Cu0.94,667,job4,19652,-65948.549,-3.3558186952981885
Mg-Cu,Cu0.94,667,job6,19652,-65988.06,-3.357829228577244
Mg-Y,Y0.92,667,job5,19652,-80187.799,-4.080388713616935
Mg-Y,Y0.92,667,job3,19652,-80266.15,-4.084375636067575
Mg-Y,Y0.92,667,job7,19652,-80152.655,-4.078600396906167
Mg-Y,Y0.92,667,job8,19652,-80209.099,-4.081472572766131
Mg-Y,Y0.92,667,job10,19652,-80236.812,-4.082882760024425
Mg-Y,Y0.92,667,job2,19652,-80155.681,-4.078754376144921
Mg-Y,Y0.92,667,job9,19652,-80161.199,-4.079035161815591
Mg-Y,Y0.92,667,job1,19652,-80171.22,-4.079545084469774
Mg-Y,Y0.92,667,job4,19652,-80209.671,-4.0815016792184
Mg-Y,Y0.92,667,job6,19652,-80160.802,-4.079014960309383
Mg-Y,Y0.96,667,job5,19652,-82221.357,-4.183867138204763
Mg-Y,Y0.96,667,job3,19652,-82218.734,-4.1837336657846524
Mg-Y,Y0.96,667,job7,19652,-82235.013,-4.184562029309994
Mg-Y,Y0.96,667,job8,19652,-82237.838,-4.184705780582129
Mg-Y,Y0.96,667,job10,19652,-82217.925,-4.183692499491146
Mg-Y,Y0.96,667,job2,19652,-82217.163,-4.183653724811724
Mg-Y,Y0.96,667,job9,19652,-82186.06,-4.182071036026867
Mg-Y,Y0.96,667,job1,19652,-82254.205,-4.185538622023204
Mg-Y,Y0.96,667,job4,19652,-82143.399,-4.179900213718706
Mg-Y,Y0.96,667,job6,19652,-82205.936,-4.183082434357826
Mg-Y,Y0.94,667,job5,19652,-81174.912,-4.130618359454508
Mg-Y,Y0.94,667,job3,19652,-81122.725,-4.127962802768167
Mg-Y,Y0.94,667,job7,19652,-81204.283,-4.13211291471606
Mg-Y,Y0.94,667,job8,19652,-81241.331,-4.133998117239976
Mg-Y,Y0.94,667,job10,19652,-81228.209,-4.133330398941584
Mg-Y,Y0.94,667,job2,19652,-81166.274,-4.130178811316915
Mg-Y,Y0.94,667,job9,19652,-81134.158,-4.128544575615713
Mg-Y,Y0.94,667,job1,19652,-81169.108,-4.130323020557704
Mg-Y,Y0.94,667,job4,19652,-81179.805,-4.130867341746387
Mg-Y,Y0.94,667,job6,19652,-81155.041,-4.12960721555058
Mg-Y,Y0.90,667,job5,19652,-79239.267,-4.0321222776307755
Mg-Y,Y0.90,667,job3,19652,-79228.569,-4.031577905556687
Mg-Y,Y0.90,667,job7,19652,-79239.029,-4.032110166904132
Mg-Y,Y0.90,667,job8,19652,-79257.177,-4.0330336352534095
Mg-Y,Y0.90,667,job10,19652,-79243.124,-4.03231854264197
Mg-Y,Y0.90,667,job2,19652,-79249.939,-4.032665326684307
Mg-Y,Y0.90,667,job9,19652,-79232.837,-4.031795084469774
Mg-Y,Y0.90,667,job1,19652,-79229.53,-4.031626806431915
Mg-Y,Y0.90,667,job4,19652,-79247.063,-4.032518980256462
Mg-Y,Y0.90,667,job6,19652,-79240.398,-4.0321798290250355
Ni-Zr,Zr0.94,667,job5,19652,-121417.96,-6.178402198249542
Ni-Zr,Zr0.94,667,job3,19652,-121421.38,-6.178576226338286
Ni-Zr,Zr0.94,667,job7,19652,-121505.61,-6.182862304091187
Ni-Zr,Zr0.94,667,job8,19652,-121410.68,-6.178031752493385
Ni-Zr,Zr0.94,667,job10,19652,-121516.39,-6.183410848768573
Ni-Zr,Zr0.94,667,job2,19652,-121395.94,-6.177281701607979
Ni-Zr,Zr0.94,667,job9,19652,-121464.79,-6.180785161815591
Ni-Zr,Zr0.94,667,job1,19652,-121460.46,-6.180564828007328
Ni-Zr,Zr0.94,667,job4,19652,-121505.28,-6.182845511907185
Ni-Zr,Zr0.94,667,job6,19652,-121454.65,-6.180269183798086
Ni-Zr,Zr0.10,667,job5,19652,-94224.558,-4.7946548951760635
Ni-Zr,Zr0.10,667,job3,19652,-94236.286,-4.7952516792184
Ni-Zr,Zr0.10,667,job7,19652,-94247.796,-4.795837370242214
Ni-Zr,Zr0.10,667,job8,19652,-94251.115,-4.796006258904947
Ni-Zr,Zr0.10,667,job10,19652,-94278.933,-4.797421789130878
Ni-Zr,Zr0.10,667,job2,19652,-94255.871,-4.796248269896194
Ni-Zr,Zr0.10,667,job9,19652,-94231.869,-4.795026918379809
Ni-Zr,Zr0.10,667,job1,19652,-94216.559,-4.794247862812945
Ni-Zr,Zr0.10,667,job4,19652,-94238.253,-4.795351770812131
Ni-Zr,Zr0.10,667,job6,19652,-94243.404,-4.795613881538775
Ni-Zr,Zr0.04,667,job5,19652,-89025.259,-4.5300864543049055
Ni-Zr,Zr0.04,667,job3,19652,-89000.963,-4.528850142479137
Ni-Zr,Zr0.04,667,job7,19652,-89046.702,-4.531177590067169
Ni-Zr,Zr0.04,667,job8,19652,-89033.682,-4.5305150620801955
Ni-Zr,Zr0.04,667,job10,19652,-89035.448,-4.5306049257073076
Ni-Zr,Zr0.04,667,job2,19652,-88994.506,-4.528521575412172
Ni-Zr,Zr0.04,667,job9,19652,-89025.527,-4.530100091593731
Ni-Zr,Zr0.04,667,job1,19652,-88982.694,-4.527920516995726
Ni-Zr,Zr0.04,667,job4,19652,-89010.709,-4.529346071646652
Ni-Zr,Zr0.04,667,job6,19652,-89037.857,-4.53072750865052
Ni-Zr,Zr0.92,667,job5,19652,-121039.75,-6.159156828821494
Ni-Zr,Zr0.92,667,job3,19652,-121189.52,-6.1667779360879305
Ni-Zr,Zr0.92,667,job7,19652,-121206.91,-6.16766283329941
Ni-Zr,Zr0.92,667,job8,19652,-121209.37,-6.167788011398331
Ni-Zr,Zr0.92,667,job10,19652,-121047.21,-6.159536433950743
Ni-Zr,Zr0.92,667,job2,19652,-121178.23,-6.16620343985345
Ni-Zr,Zr0.92,667,job9,19652,-121068.9,-6.160640138408304
Ni-Zr,Zr0.92,667,job1,19652,-121124.43,-6.163465805007124
Ni-Zr,Zr0.92,667,job4,19652,-121067.91,-6.1605897618563
Ni-Zr,Zr0.92,667,job6,19652,-121047.19,-6.159535416242622
Ni-Zr,Zr0.96,667,job5,19652,-121816.87,-6.198700895583147
Ni-Zr,Zr0.96,667,job3,19652,-121811.37,-6.198421025849786
Ni-Zr,Zr0.96,667,job7,19652,-121733.24,-6.194445349073886
Ni-Zr,Zr0.96,667,job8,19652,-121810.55,-6.198379299816812
Ni-Zr,Zr0.96,667,job10,19652,-121811.11,-6.19840779564421
Ni-Zr,Zr0.96,667,job2,19652,-121803.62,-6.198026663952778
Ni-Zr,Zr0.96,667,job9,19652,-121809.11,-6.198306024832078
Ni-Zr,Zr0.96,667,job1,19652,-121905.7,-6.203221046203948
Ni-Zr,Zr0.96,667,job4,19652,-121727.09,-6.194132403826583
Ni-Zr,Zr0.96,667,job6,19652,-121807.37,-6.198217484225524
Ni-Zr,Zr0.06,667,job5,19652,-90787.489,-4.619758243435783
Ni-Zr,Zr0.06,667,job3,19652,-90841.018,-4.6224820883370645
Ni-Zr,Zr0.06,667,job7,19652,-90777.594,-4.619254732342764
Ni-Zr,Zr0.06,667,job8,19652,-90820.016,-4.6214133930388765
Ni-Zr,Zr0.06,667,job10,19652,-90817.262,-4.621273254630572
Ni-Zr,Zr0.06,667,job2,19652,-90828.815,-4.621861133726847
Ni-Zr,Zr0.06,667,job9,19652,-90770.172,-4.618877060858946
Ni-Zr,Zr0.06,667,job1,19652,-90855.809,-4.62323473437818
Ni-Zr,Zr0.06,667,job4,19652,-90799.798,-4.620384591899043
Ni-Zr,Zr0.06,667,job6,19652,-90771.804,-4.618960105841645
Ni-Zr,Zr0.90,667,job5,19652,-120771.65,-6.145514451455322
Ni-Zr,Zr0.90,667,job3,19652,-120776.71,-6.145771931610015
Ni-Zr,Zr0.90,667,job7,19652,-120850.56,-6.149529818847954
Ni-Zr,Zr0.90,667,job8,19652,-120777.23,-6.1457983920211685
Ni-Zr,Zr0.90,667,job10,19652,-120765.84,-6.145218807246081
Ni-Zr,Zr0.90,667,job2,19652,-120876.89,-6.15086963158966
Ni-Zr,Zr0.90,667,job9,19652,-120753.89,-6.144610726643599
Ni-Zr,Zr0.90,667,job1,19652,-120748.68,-6.144345613677997
Ni-Zr,Zr0.90,667,job4,19652,-120755.24,-6.144679421941787
Ni-Zr,Zr0.90,667,job6,19652,-120731.86,-6.143489721147975
Ni-Zr,Zr0.08,667,job5,19652,-92555.365,-4.709717331569307
Ni-Zr,Zr0.08,667,job3,19652,-92543.691,-4.709123295338897
Ni-Zr,Zr0.08,667,job7,19652,-92539.814,-4.708926012619581
Ni-Zr,Zr0.08,667,job8,19652,-92549.119,-4.709399501323021
Ni-Zr,Zr0.08,667,job10,19652,-92609.295,-4.71246158151842
Ni-Zr,Zr0.08,667,job2,19652,-92558.188,-4.709860981070628
Ni-Zr,Zr0.08,667,job9,19652,-92552.64,-4.709578668837778
Ni-Zr,Zr0.08,667,job1,19652,-92568.149,-4.710367850600448
Ni-Zr,Zr0.08,667,job4,19652,-92551.304,-4.709510685935274
Ni-Zr,Zr0.08,667,job6,19652,-92557.534,-4.709827702015062
Cu-Ni,Ni0.10,667,job5,19652,-69354.178,-3.529115509871769
Cu-Ni,Ni0.10,667,job3,19652,-69365.17,-3.529674842255241
Cu-Ni,Ni0.10,667,job7,19652,-69363.35,-3.529582230816202
Cu-Ni,Ni0.10,667,job8,19652,-69321.751,-3.5274654488092816
Cu-Ni,Ni0.10,667,job10,19652,-69362.281,-3.529527834317118
Cu-Ni,Ni0.10,667,job2,19652,-69368.777,-3.5298583859149195
Cu-Ni,Ni0.10,667,job9,19652,-69365.244,-3.52967860777529
Cu-Ni,Ni0.10,667,job1,19652,-69342.906,-3.5285419295745983
Cu-Ni,Ni0.10,667,job4,19652,-69357.605,-3.5292898941583553
Cu-Ni,Ni0.10,667,job6,19652,-69355.474,-3.52918145735803
Cu-Ni,Ni0.06,667,job5,19652,-68732.699,-3.4974912985955626
Cu-Ni,Ni0.06,667,job3,19652,-68726.539,-3.497177844494199
Cu-Ni,Ni0.06,667,job7,19652,-68736.107,-3.4976647160594343
Cu-Ni,Ni0.06,667,job8,19652,-68674.833,-3.494546763688174
Cu-Ni,Ni0.06,667,job10,19652,-68723.199,-3.49700788723794
Cu-Ni,Ni0.06,667,job2,19652,-68699.121,-3.495782668430694
Cu-Ni,Ni0.06,667,job9,19652,-68731.081,-3.4974089660085492
Cu-Ni,Ni0.06,667,job1,19652,-68709.047,-3.496287756971301
Cu-Ni,Ni0.06,667,job4,19652,-68730.404,-3.4973745165886423
Cu-Ni,Ni0.06,667,job6,19652,-68699.941,-3.495824394463668
Cu-Ni,Ni0.04,667,job5,19652,-68351.888,-3.4781135762263387
Cu-Ni,Ni0.04,667,job3,19652,-68417.451,-3.4814497761042134
Cu-Ni,Ni0.04,667,job7,19652,-68418.895,-3.4815232546305723
Cu-Ni,Ni0.04,667,job8,19652,-68414.594,-3.481304396499084
Cu-Ni,Ni0.04,667,job10,19652,-68424.31,-3.481798799104417
Cu-Ni,Ni0.04,667,job2,19652,-68410.239,-3.4810827905556687
Cu-Ni,Ni0.04,667,job9,19652,-68416.691,-3.4814111031956037
Cu-Ni,Ni0.04,667,job1,19652,-68419.843,-3.4815714939955216
Cu-Ni,Ni0.04,667,job4,19652,-68420.476,-3.4816037044575614
Cu-Ni,Ni0.04,667,job6,19652,-68339.72,-3.4774944026053327
Cu-Ni,Ni0.90,667,job5,19652,-83038.685,-4.225457205373499
Cu-Ni,Ni0.90,667,job3,19652,-82978.745,-4.22240713413393
Cu-Ni,Ni0.90,667,job7,19652,-82975.867,-4.222260685935273
Cu-Ni,Ni0.90,667,job8,19652,-83028.995,-4.224964125788723
Cu-Ni,Ni0.90,667,job10,19652,-82970.914,-4.222008650519031
Cu-Ni,Ni0.90,667,job2,19652,-82975.823,-4.222258446977407
Cu-Ni,Ni0.90,667,job9,19652,-83002.825,-4.223632454711988
Cu-Ni,Ni0.90,667,job1,19652,-82989.241,-4.222941227355994
Cu-Ni,Ni0.90,667,job4,19652,-82976.509,-4.222293354365968
Cu-Ni,Ni0.90,667,job6,19652,-83048.978,-4.225980968858131
Cu-Ni,Ni0.94,667,job5,19652,-83669.878,-4.257575717484225
Cu-Ni,Ni0.94,667,job3,19652,-83729.917,-4.2606308263789945
Cu-Ni,Ni0.94,667,job7,19652,-83664.877,-4.257321239568491
Cu-Ni,Ni0.94,667,job8,19652,-83679.025,-4.2580411662935065
Cu-Ni,Ni0.94,667,job10,19652,-83669.275,-4.257545033584368
Cu-Ni,Ni0.94,667,job2,19652,-83701.321,-4.259175707307144
Cu-Ni,Ni0.94,667,job9,19652,-83693.224,-4.2587636881742315
Cu-Ni,Ni0.94,667,job1,19652,-83707.012,-4.2594652961530635
Cu-Ni,Ni0.94,667,job4,19652,-83678.581,-4.2580185731732145
Cu-Ni,Ni0.94,667,job6,19652,-83687.072,-4.2584506411561165
Cu-Ni,Ni0.92,667,job5,19652,-83330.531,-4.240307907592102
Cu-Ni,Ni0.92,667,job3,19652,-83319.391,-4.239741044168532
Cu-Ni,Ni0.92,667,job7,19652,-83359.972,-4.241806024832078
Cu-Ni,Ni0.92,667,job8,19652,-83342.575,-4.240920771422756
Cu-Ni,Ni0.92,667,job10,19652,-83384.274,-4.243042641970283
Cu-Ni,Ni0.92,667,job2,19652,-83374.692,-4.242555058009363
Cu-Ni,Ni0.92,667,job9,19652,-83316.742,-4.239606248727865
Cu-Ni,Ni0.92,667,job1,19652,-83341.611,-4.240871717891309
Cu-Ni,Ni0.92,667,job4,19652,-83379.378,-4.242793507022186
Cu-Ni,Ni0.92,667,job6,19652,-83320.302,-4.239787400773458
Cu-Ni,Ni0.96,667,job5,19652,-84083.003,-4.2785977508650515
Cu-Ni,Ni0.96,667,job3,19652,-84099.074,-4.279415530225931
Cu-Ni,Ni0.96,667,job7,19652,-84092.894,-4.279101058416447
Cu-Ni,Ni0.96,667,job8,19652,-84071.684,-4.2780217789537955
Cu-Ni,Ni0.96,667,job10,19652,-84119.136,-4.280436393242418
Cu-Ni,Ni0.96,667,job2,19652,-84116.274,-4.280290759210259
Cu-Ni,Ni0.96,667,job9,19652,-84124.296,-4.280698961937716
Cu-Ni,Ni0.96,667,job1,19652,-84045.727,-4.276700946468552
Cu-Ni,Ni0.96,667,job4,19652,-84086.019,-4.278751221249745
Cu-Ni,Ni0.96,667,job6,19652,-84142.964,-4.281648890698148
Cu-Ni,Ni0.08,667,job5,19652,-69044.082,-3.513336148992469
Cu-Ni,Ni0.08,667,job3,19652,-69053.304,-3.5138054142072055
Cu-Ni,Ni0.08,667,job7,19652,-69013.286,-3.511769082027274
Cu-Ni,Ni0.08,667,job8,19652,-69051.163,-3.513696468552819
Cu-Ni,Ni0.08,667,job10,19652,-69060.943,-3.51419412782414
Cu-Ni,Ni0.08,667,job2,19652,-69053.582,-3.5138195603500915
Cu-Ni,Ni0.08,667,job9,19652,-69049.984,-3.5136364746590676
Cu-Ni,Ni0.08,667,job1,19652,-69040.372,-3.513147364135966
Cu-Ni,Ni0.08,667,job4,19652,-69053.449,-3.5138127925910845
Cu-Ni,Ni0.08,667,job6,19652,-69043.848,-3.5133242418074495
Zr-Al,Al0.08,667,job5,19652,-118622.89,-6.036173926317932
Zr-Al,Al0.08,667,job3,19652,-118626.12,-6.036338286179523
Zr-Al,Al0.08,667,job7,19652,-118615.93,-6.035819763891715
Zr-Al,Al0.08,667,job8,19652,-118606.44,-6.035336861388154
Zr-Al,Al0.08,667,job10,19652,-118605.25,-6.035276307754936
Zr-Al,Al0.08,667,job2,19652,-118612.94,-6.03566761652758
Zr-Al,Al0.08,667,job9,19652,-118598.2,-6.034917565642174
Zr-Al,Al0.08,667,job1,19652,-118762.01,-6.04325310400977
Zr-Al,Al0.08,667,job4,19652,-118625.8,-6.036322002849583
Zr-Al,Al0.08,667,job6,19652,-118637.77,-6.036931101160188
Zr-Al,Al0.06,667,job5,19652,-119385.11,-6.074959800529208
Zr-Al,Al0.06,667,job3,19652,-119383.08,-6.074856503154895
Zr-Al,Al0.06,667,job7,19652,-119359.62,-6.073662731528597
Zr-Al,Al0.06,667,job8,19652,-119495.53,-6.080578567066965
Zr-Al,Al0.06,667,job10,19652,-119384.65,-6.074936393242417
Zr-Al,Al0.06,667,job2,19652,-119384.19,-6.074912985955628
Zr-Al,Al0.06,667,job9,19652,-119371.99,-6.074292184001629
Zr-Al,Al0.06,667,job1,19652,-119381.7,-6.074786281294525
Zr-Al,Al0.06,667,job4,19652,-119378.83,-6.074640240179117
Zr-Al,Al0.06,667,job6,19652,-119369.81,-6.0741812538164055
Zr-Al,Al0.96,667,job5,19652,-67909.434,-3.455599124771015
Zr-Al,Al0.96,667,job3,19652,-67924.284,-3.456354773051089
Zr-Al,Al0.96,667,job7,19652,-67896.459,-3.4549388866273154
Zr-Al,Al0.96,667,job8,19652,-67923.319,-3.456305668634236
Zr-Al,Al0.96,667,job10,19652,-67869.222,-3.453552920822308
Zr-Al,Al0.96,667,job2,19652,-67910.339,-3.455645176063505
Zr-Al,Al0.96,667,job9,19652,-67951.017,-3.4577150926114393
Zr-Al,Al0.96,667,job1,19652,-67892.015,-3.45471275188276
Zr-Al,Al0.96,667,job4,19652,-67882.635,-3.454235446773865
Zr-Al,Al0.96,667,job6,19652,-67902.771,-3.4552600753104006
Zr-Al,Al0.94,667,job5,19652,-69626.593,-3.5429774577651125
Zr-Al,Al0.94,667,job3,19652,-69612.891,-3.542280225931203
Zr-Al,Al0.94,667,job7,19652,-69604.29,-3.541842560553633
Zr-Al,Al0.94,667,job8,19652,-69619.176,-3.5426000407083253
Zr-Al,Al0.94,667,job10,19652,-69606.491,-3.541954559332383
Zr-Al,Al0.94,667,job2,19652,-69599.9,-3.541619173621005
Zr-Al,Al0.94,667,job9,19652,-69640.534,-3.543686851211073
Zr-Al,Al0.94,667,job1,19652,-69625.971,-3.5429458070425404
Zr-Al,Al0.94,667,job4,19652,-69608.773,-3.542070679829025
Zr-Al,Al0.94,667,job6,19652,-69612.434,-3.5422569713006307
Zr-Al,Al0.10,667,job5,19652,-117969.16,-6.0029086098107065
Zr-Al,Al0.10,667,job3,19652,-117858.99,-5.997302564624466
Zr-Al,Al0.10,667,job7,19652,-117864.6,-5.997588031752493
